Fecha,SectorUPL,Localidad,Unidad_de_Planeamiento_Local_UPL,A6x2,A6x3,C1,D1,E1,E1x1,G1,H1,C303,sexo_jefe,Ax201,Bx201,Cx201,Dx201,Ex201,Fx201,Gx201,Hx201,Ix201,Jx201,Ax202,ind_distribuciontareas_202,Jx402,Jx403,Kx404_1,Kx404_2,Kx404_3,Kx404_4,Kx404_5,Kx404_6,Lx404_1,Lx404_2,Lx404_3,Lx404_4,Lx404_5,Lx404_6,Mx404_1,Mx404_2,Mx404_3,Mx404_4,Mx404_5,Mx404_6,Nx404_1,Nx404_2,Nx404_3,Nx404_4,Nx404_5,Nx404_6,F405,G406,IPS_dia,IPS_noche,IPSJ_A,IPSJ_C,IPSJ_E,Dx704,ICG_D,Bx704,ICG_B,Ax102,Bx102,Cx102,Dx102,Ex102,Fx102,Gx102,A101,ind_salud_101,ind_salud_102,fexp_calp_anu,fexp_calh_anu
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Arborizadora,1,30,3,1,1,,3,1,2,1,2,1,2,2,2,3,3,,,,6,2,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4.0,4.0,4.0,4.0,2.0,3,3.0,2,2.0,0,0,0,0,0,1,0,4,1,0,1647.01253606265,640.848125230883
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Arborizadora,10,20,3,2,2,,1,1,2,2,1,3,3,3,3,3,3,,,,1,1,,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,5,5.0,5.0,4.0,2.0,2.0,4,4.0,2,2.0,0,0,0,0,0,0,0,4,1,0,1647.01253606265,640.848125230883
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Arborizadora,2,32,3,1,1,,2,1,1,1,4,1,2,8,2,1,4,4.0,4.0,8.0,1,1,,,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,1,4.0,1.0,2.0,1.0,2.0,2,2.0,2,2.0,3,3,1,1,2,3,2,2,0,3,2745.02089343774,640.848125230883
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Arborizadora,2,18,4,2,2,,1,1,2,2,3,3,3,8,3,1,1,,,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,1,4.0,1.0,3.0,3.0,1.0,2,2.0,3,3.0,0,0,0,0,0,0,0,4,1,0,823.506268031323,640.848125230883
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Arborizadora,0,56,2,2,2,,2,1,2,2,1,2,1,8,1,3,5,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,1,4.0,1.0,4.0,,2.0,99,,4,4.0,1,2,1,1,1,0,0,3,0,1,1372.51044671887,640.848125230883
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Arborizadora,0,73,3,1,1,,1,1,1,1,1,1,1,8,1,1,1,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2.0,2,2.0,0,0,0,0,0,0,0,4,1,0,549.004178687549,640.848125230883
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Arborizadora,0,65,2,1,1,,5,1,1,1,4,4,4,8,1,1,1,4.0,4.0,8.0,1,1,,,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,3.0,1.0,4.0,3.0,4.0,3,3.0,2,2.0,0,0,1,0,0,1,0,3,0,0,1372.51044671887,640.848125230883
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Arborizadora,0,75,2,1,1,,3,1,1,1,2,2,2,8,2,2,2,8.0,8.0,2.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2.0,2.0,2.0,2.0,4.0,2,2.0,2,2.0,1,1,1,1,2,1,0,2,0,1,823.506268031323,640.848125230883
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Arborizadora,0,22,3,2,2,,1,1,1,2,1,1,1,1,1,1,1,1.0,1.0,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,4.0,1.0,4.0,4.0,2.0,4,4.0,2,2.0,1,0,1,1,0,1,0,3,0,0,549.004178687549,640.848125230883
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Arborizadora,2,46,2,2,2,,3,1,1,2,1,1,1,8,1,1,3,3.0,3.0,3.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2.0,2,2.0,0,1,1,0,1,0,0,3,0,0,2745.02089343774,640.848125230883
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Arborizadora,0,64,3,2,2,,5,1,1,2,1,1,1,8,1,4,4,,,1.0,1,1,,,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2.0,1.0,2.0,3.0,2.0,2,2.0,2,2.0,1,1,0,0,0,0,1,3,0,0,1647.01253606265,640.848125230883
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Arborizadora,0,36,3,2,2,,3,1,1,2,3,3,3,8,3,3,3,3.0,3.0,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,2,5.0,2.0,2.0,2.0,2.0,4,4.0,4,4.0,0,0,0,0,0,0,0,4,1,0,823.506268031323,640.848125230883
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,5,58,5,1,1,,1,2,1,1,4,1,4,8,3,3,1,,,,6,2,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,1,3.0,1.0,3.0,2.0,2.0,3,3.0,4,4.0,0,0,0,0,0,0,0,4,1,0,788.823771093177,292.8632
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,2,19,6,1,1,,3,2,1,1,1,1,2,8,1,1,1,,,,4,3,2.0,,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,2.0,2.0,2.0,2,2.0,3,3.0,0,0,1,2,0,0,0,3,0,0,788.823771093177,292.8632
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,0,77,1,2,2,,6,1,2,2,4,6,4,4,4,4,4,8.0,8.0,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4.0,4.0,3.0,4.0,2.0,2,2.0,3,3.0,0,0,0,0,1,0,0,3,0,0,394.411885546588,292.8632
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,2,40,3,1,1,,2,2,2,1,3,3,3,8,3,3,3,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,,2.0,2.0,3,3.0,4,4.0,0,0,0,0,0,1,0,3,0,0,1314.70628515529,292.8632
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,0,45,5,2,2,,3,2,2,2,3,1,1,1,1,1,1,1.0,1.0,,2,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2.0,2,2.0,0,0,0,0,0,1,1,4,1,0,394.411885546588,292.8632
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,1,30,3,1,1,,3,2,2,1,2,1,2,3,3,3,3,8.0,3.0,,1,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,4.0,4.0,2.0,2,2.0,4,4.0,0,0,0,0,0,0,0,4,1,0,657.353142577647,292.8632
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,0,67,2,2,2,,2,2,1,2,1,4,1,1,1,1,4,4.0,4.0,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2.0,1.0,2.0,2.0,2.0,4,4.0,4,4.0,1,0,1,1,0,1,2,3,0,1,657.353142577647,292.8632
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,9,73,5,1,1,,1,1,2,1,4,6,4,4,4,4,4,,,4.0,2,1,2.0,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,2.0,2.0,2.0,3,3.0,2,2.0,0,1,0,0,0,0,0,4,1,0,525.882514062118,292.8632
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,1,24,3,1,1,,3,1,2,1,2,2,2,2,2,2,2,2.0,2.0,,4,3,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4.0,4.0,2.0,,4.0,2,2.0,2,2.0,0,0,0,0,0,0,0,4,1,0,217.704051520339,121.239066666667
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,0,62,4,1,1,,2,1,1,1,4,1,2,2,2,1,1,,,8.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,2,3.0,2.0,2.0,3.0,2.0,2,2.0,2,2.0,1,0,0,0,1,0,0,3,0,0,326.556077280509,121.239066666667
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,0,41,6,1,1,,2,2,2,1,2,1,1,8,2,2,2,2.0,2.0,,1,1,2.0,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,2.0,1.0,3,3.0,2,2.0,1,0,0,1,0,1,0,4,1,0,217.704051520339,121.239066666667
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,0,38,4,1,1,,5,1,1,1,1,1,1,1,1,1,1,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,3.0,3.0,3.0,2,2.0,2,2.0,0,0,0,0,0,0,0,4,1,0,108.85202576017,121.239066666667
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,0,73,2,1,1,,6,2,1,1,1,1,1,1,1,1,1,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,3.0,2.0,2.0,4,4.0,4,4.0,0,0,0,0,0,0,0,4,1,0,108.85202576017,121.239066666667
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,0,71,4,1,1,,3,1,1,1,3,3,3,3,3,3,3,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,3.0,3.0,3.0,3.0,2.0,3,3.0,2,2.0,1,1,0,0,0,0,0,3,0,0,209.928906823184,155.8788
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,0,54,4,1,1,,5,1,1,1,4,4,4,8,1,1,1,1.0,1.0,,1,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,3.0,4.0,1.0,4,4.0,3,3.0,0,0,0,0,0,1,0,3,0,0,139.952604548789,155.8788
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,0,47,1,2,2,,5,1,1,2,4,1,1,8,1,1,1,,,1.0,4,3,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,3,6,3.0,,3.0,2.0,2.0,4,4.0,2,2.0,1,1,1,1,1,1,1,1,0,1,678.558082660797,302.3104
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,0,25,5,2,2,,1,1,2,2,4,4,4,4,4,4,4,3.0,1.0,,1,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2.0,1.0,3.0,,2.0,4,4.0,4,4.0,0,0,0,0,0,0,0,4,1,0,542.846466128638,302.3104
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,1,22,5,1,1,,3,1,1,1,3,1,2,8,3,3,3,3.0,3.0,,1,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,2.0,4.0,3.0,3,3.0,3,3.0,0,0,0,0,0,0,0,4,1,0,542.846466128638,302.3104
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,0,48,3,1,1,,5,1,1,1,1,1,1,1,1,1,1,,,,3,2,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2.0,1.0,2.0,4.0,1.0,4,4.0,4,4.0,1,1,1,1,1,1,1,3,0,1,271.423233064319,302.3104
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,2,30,2,2,2,,5,1,1,2,4,5,1,8,1,1,1,4.0,4.0,1.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,3.0,2.0,2.0,2,2.0,4,4.0,2,0,2,0,0,0,0,4,1,0,1085.69293225728,302.3104
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,2,48,2,2,2,,6,1,1,2,1,1,3,8,1,1,4,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2.0,1.0,2.0,2.0,2.0,2,2.0,4,4.0,0,0,0,0,0,0,0,4,1,0,1085.69293225728,302.3104
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,0,59,2,2,2,,5,1,1,2,1,6,1,1,1,1,1,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,2.0,2.0,2.0,3,3.0,2,2.0,0,1,1,1,1,1,0,3,0,1,271.423233064319,302.3104
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,0,59,2,2,2,,1,1,2,2,1,1,1,1,1,1,1,8.0,8.0,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2.0,1.0,2.0,,,2,2.0,2,2.0,0,0,0,0,0,0,0,4,1,0,678.558082660797,302.3104
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,2,25,2,2,2,,5,1,1,2,1,1,1,8,1,1,1,8.0,8.0,8.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,2.0,1.0,4.0,4.0,2.0,4,4.0,4,4.0,0,0,1,0,0,1,1,3,0,0,814.269699192957,302.3104
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,0,70,4,1,1,,5,1,2,1,1,1,1,8,1,1,1,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,6,3.0,,2.0,3.0,2.0,4,4.0,4,4.0,0,0,0,0,0,0,0,3,0,0,271.423233064319,302.3104
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,0,62,1,2,2,,1,1,1,2,1,1,1,8,1,1,1,1.0,4.0,1.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,1,4.0,1.0,2.0,2.0,2.0,2,2.0,99,,1,0,0,0,0,2,1,3,0,0,814.269699192957,302.3104
2025-01-01,Sector Sur Oriente,Ciudad Bolívar,Lucero,0,33,4,2,2,,1,1,2,2,3,3,3,1,3,1,1,,,,1,1,,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2.0,1.0,2.0,4.0,4.0,4,4.0,2,2.0,0,0,0,0,0,0,0,4,1,0,542.846466128638,302.3104
2025-01-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,68,2,2,2,,1,2,2,2,1,1,1,8,1,1,1,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,6,2.0,,2.0,,4.0,3,3.0,2,2.0,1,0,0,0,0,0,0,4,1,0,242.887703850126,164.631634719334
2025-01-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,61,2,1,1,,3,2,1,1,4,4,4,8,4,2,2,2.0,8.0,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,3.0,3.0,2.0,3,3.0,2,2.0,0,0,2,0,0,1,1,3,0,0,242.887703850126,164.631634719334
2025-01-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,68,3,2,2,,2,2,1,2,1,1,1,8,1,2,2,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,4.0,2.0,2.0,4,4.0,2,2.0,3,2,3,1,3,0,0,3,0,2,404.81283975021,164.631634719334
2025-01-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,47,5,1,1,,1,2,1,1,1,1,1,8,1,1,1,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,3.0,1.0,2.0,3.0,2.0,4,4.0,2,2.0,0,0,0,0,1,1,1,3,0,0,161.925135900084,164.631634719334
2025-01-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,22,6,1,1,,1,2,2,1,1,1,1,8,1,1,1,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,3.0,3.0,2.0,3,3.0,2,2.0,0,0,0,0,0,0,0,3,0,0,161.925135900084,164.631634719334
2025-01-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,22,3,1,1,,1,2,2,1,1,1,1,8,1,1,8,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2.0,1.0,2.0,2.0,2.0,3,3.0,2,2.0,0,0,0,0,0,3,0,4,1,0,161.925135900084,164.631634719334
2025-01-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,78,2,1,1,,6,2,1,1,7,5,7,8,7,1,1,,,8.0,3,2,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,3.0,3.0,3.0,3,3.0,3,3.0,0,0,0,0,0,1,1,4,1,0,161.925135900084,164.631634719334
2025-01-01,Sector Sur Oriente,Usme,Usme - Entrenubes,1,49,3,2,2,,1,2,2,1,4,4,4,8,4,1,1,4.0,4.0,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,3.0,2.0,2.0,1,1.0,2,2.0,0,0,0,0,0,0,0,4,1,0,485.775407700252,164.631634719334
2025-01-01,Sector Sur Oriente,Usme,Usme - Entrenubes,2,27,2,2,2,,1,2,2,2,1,1,1,8,1,1,4,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,3.0,,3.0,3,3.0,2,2.0,0,1,1,1,0,0,0,3,0,0,485.775407700252,164.631634719334
2025-01-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,25,3,1,1,,1,2,2,1,1,1,1,8,1,1,1,,,,3,2,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,3.0,3.0,2.0,4,4.0,2,2.0,0,0,0,0,0,0,0,4,1,0,161.925135900084,164.631634719334
2025-01-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,25,6,2,2,,1,2,2,2,1,1,1,8,1,1,1,,,,3,2,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,4.0,4.0,3.0,2,2.0,2,2.0,0,0,0,0,0,0,0,4,1,0,161.925135900084,164.631634719334
2025-01-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,67,2,1,1,,2,2,1,1,2,2,2,8,2,3,1,8.0,8.0,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4.0,4.0,3.0,2.0,3.0,2,2.0,2,2.0,0,0,0,0,0,0,0,3,0,0,242.887703850126,164.631634719334
2025-01-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,32,5,2,2,,1,2,2,2,1,1,1,8,1,1,1,1.0,1.0,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,3.0,3.0,3.0,2,2.0,2,2.0,0,0,0,0,0,0,0,4,1,0,161.925135900084,164.631634719334
2025-01-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,52,4,2,2,,1,2,2,2,1,1,1,1,5,1,1,,,,2,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,3.0,3.0,2.0,4.0,2.0,3,3.0,3,3.0,1,0,0,1,3,0,0,3,0,1,811.151890718503,274.903298227618
